"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","yr_sold","mn_sold","day_sold","id"
245000,5,1.5,2000,8100,1.5,0,0,3,6,2000,0,1946,0,98168,47.4945,-122.304,960,9239,"2015","04","14",10356
334000,5,1.75,2590,6720,1,0,0,4,7,1750,840,1979,0,98055,47.435,-122.192,1820,7521,"2014","11","03",10358
550000,3,1,980,10960,1,0,0,4,7,980,0,1953,0,98005,47.5908,-122.173,2100,10960,"2015","05","01",10359
340500,3,2.5,3070,5871,3,0,0,4,8,2510,560,1928,0,98178,47.5007,-122.223,2220,4000,"2014","10","30",10361
375000,4,2.25,2100,12738,2,0,0,4,8,2100,0,1975,0,98059,47.4698,-122.118,2000,12090,"2014","08","13",10362
6e+05,3,2.75,2080,16740,1,0,3,3,8,1580,500,1966,0,98198,47.3632,-122.324,2175,7568,"2015","01","09",10363
375000,4,1.75,1890,8000,1,0,0,4,7,1250,640,1960,0,98133,47.7576,-122.333,1870,8270,"2014","05","15",10364
599900,3,3,3030,35123,2,0,0,4,8,1760,1270,1984,0,98027,47.4694,-122.006,2810,36205,"2014","09","24",10366
750000,2,1.5,1110,3600,1,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,"2015","03","04",10367
590000,3,2,1410,6413,1,0,0,4,7,910,500,1947,0,98115,47.6826,-122.298,1330,6050,"2014","07","01",10369
680000,2,1,2140,6000,1,0,0,4,7,1070,1070,1946,0,98199,47.651,-122.399,1560,6000,"2015","05","07",10370
2980000,5,5.5,7400,18898,2,0,3,3,13,6290,1110,2001,0,98006,47.5431,-122.112,6110,26442,"2014","12","12",10374
276200,3,2.5,1480,7210,1,0,0,3,7,1180,300,1986,0,98023,47.3124,-122.351,1690,7396,"2014","09","25",10376
570000,3,1.75,1370,3300,2,0,0,5,7,1370,0,1927,0,98105,47.6714,-122.32,1560,3927,"2014","12","22",10378
979700,4,2.25,2480,6000,2,0,2,3,10,2380,100,1929,0,98199,47.6392,-122.406,3030,5600,"2014","10","13",10379
730000,4,2.5,2030,4080,1.5,0,0,4,8,1730,300,1921,0,98115,47.6753,-122.311,1980,4080,"2014","12","11",10380
808000,3,2.5,2550,6240,1,0,3,5,8,1750,800,1957,0,98117,47.6992,-122.387,2180,5200,"2014","08","27",10383
350000,3,1,1250,9786,1,0,0,4,7,1250,0,1969,0,98072,47.7622,-122.163,1660,9621,"2015","04","30",10384
695000,4,1.75,2390,5880,1,0,2,3,8,1390,1000,1957,0,98117,47.6956,-122.399,2210,6260,"2014","10","28",10385
1230000,4,2.5,5730,44947,2,0,4,3,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,"2014","06","12",10386
309950,1,1,1120,11800,1.5,0,0,3,7,1120,0,1950,0,98168,47.5123,-122.331,2330,9290,"2014","08","13",10387
134000,3,1,1270,8508,1,0,0,4,6,650,620,1942,0,98168,47.4961,-122.322,1200,9415,"2014","10","30",10388
645500,4,2.5,2390,9638,2,0,0,3,10,2390,0,1988,0,98029,47.5598,-122.018,2630,9258,"2014","11","18",10389
344900,4,1.75,1820,7700,1,0,0,4,7,1100,720,1955,0,98177,47.7545,-122.357,1700,8500,"2014","09","25",10392
575000,4,2,1810,4400,2,0,0,3,8,1700,110,1909,0,98122,47.6132,-122.292,1470,4400,"2015","01","07",10394
518000,4,2.75,2520,14021,2,0,0,3,9,2520,0,1999,0,98019,47.7344,-121.957,2330,14007,"2014","06","24",10396
265000,2,1,1600,7936,1,0,0,3,7,1600,0,1947,0,98155,47.7411,-122.322,1580,7440,"2014","07","17",10397
285000,3,2.5,1590,9736,2,0,0,3,7,1590,0,1985,0,98001,47.33,-122.278,1580,7500,"2015","03","18",10399
433000,3,2.75,2000,7200,1,0,0,3,7,1000,1000,1954,2014,98166,47.4531,-122.352,1440,7200,"2015","03","16",10400
399000,3,1.75,1780,11440,1,0,0,3,8,1350,430,1977,0,98059,47.474,-122.139,2180,11440,"2015","02","23",10401
565000,3,2.5,1700,7210,2,0,0,5,7,1700,0,1966,0,98052,47.6688,-122.161,1700,7566,"2014","08","02",10402
420000,4,1.75,1940,11500,1,0,0,4,7,1090,850,1955,0,98006,47.5774,-122.147,1700,8360,"2014","08","07",10404
353950,5,2.25,3260,7969,2,0,0,4,8,3260,0,1982,0,98023,47.314,-122.344,2070,7962,"2014","10","07",10407
847700,5,3.25,4230,10260,2,0,0,3,10,3860,370,1996,0,98027,47.5503,-122.081,2980,10997,"2014","07","10",10408
379950,2,1,870,7500,1,0,0,3,7,870,0,1947,0,98136,47.5465,-122.384,1240,5709,"2014","12","15",10412
810000,4,3.5,3980,209523,2,0,2,3,9,3980,0,2006,0,98024,47.5574,-121.89,2220,65775,"2014","07","18",10414
209950,4,1,1630,8400,1,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,"2014","07","22",10415
554820,4,2,3510,12905,1,0,2,3,8,2210,1300,1965,1982,98166,47.4466,-122.36,2530,16143,"2014","05","23",10417
359000,4,2.5,2160,4500,2,0,0,3,7,2160,0,2002,0,98056,47.4819,-122.182,2160,4496,"2015","04","23",10418
330000,3,1.75,1590,9417,1,0,0,4,7,1590,0,1954,0,98177,47.7617,-122.36,1600,9272,"2014","09","26",10420
740000,3,2.25,3440,44374,2,0,3,4,10,2190,1250,1979,0,98006,47.547,-122.111,3470,40185,"2014","11","05",10421
630000,5,1,3020,4800,2,0,0,3,7,3020,0,1901,0,98122,47.6025,-122.313,1350,1307,"2014","12","18",10422
750000,3,1.75,2280,7800,1,0,3,4,8,1360,920,1941,0,98117,47.6985,-122.387,2280,5200,"2014","08","15",10423
695000,4,2.5,2790,6540,2,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,"2014","10","13",10424
109000,2,0.5,580,6900,1,0,0,3,5,580,0,1941,0,98118,47.5135,-122.262,1570,5040,"2015","01","14",10425
389000,3,1.5,2030,10075,1,0,0,5,7,1080,950,1961,0,98055,47.4713,-122.197,2210,10075,"2015","02","25",10426
447000,2,1,850,2700,1,0,0,5,6,850,0,1924,0,98105,47.6684,-122.316,1630,3000,"2014","10","23",10427
1200000,3,2,2480,13310,1,0,0,2,7,2480,0,1955,0,98052,47.6759,-122.114,2400,11340,"2014","12","30",10428
640000,3,2.5,2420,8244,2,0,0,3,10,2420,0,1988,0,98029,47.5595,-122.019,2500,9320,"2015","04","14",10430
570000,3,2.25,2180,9246,2,0,0,3,9,2180,0,1984,0,98074,47.6215,-122.031,2300,9298,"2014","11","19",10431
495000,3,2.75,1830,208216,2,0,0,3,8,1830,0,1997,0,98070,47.4377,-122.464,1530,16988,"2014","08","05",10432
449500,5,2.75,2040,7488,1,0,0,4,7,1200,840,1969,0,98034,47.7289,-122.172,1530,7488,"2014","06","03",10433
294950,2,1,1060,7868,1,0,0,3,7,1060,0,1952,0,98155,47.7414,-122.295,1530,10728,"2015","03","11",10435
170500,3,1,1640,13939,1,0,0,3,7,1040,600,1960,0,98198,47.3947,-122.313,2080,13000,"2014","09","23",10436
312000,4,1,1190,7620,1.5,0,0,3,6,1190,0,1926,0,98106,47.5281,-122.348,1060,7320,"2014","12","08",10437
350000,3,2.5,2180,15484,1,0,0,3,8,2180,0,1992,0,98003,47.2688,-122.309,2090,10775,"2014","10","27",10438
690000,4,2.5,2120,8448,2,0,0,4,9,2120,0,1989,0,98029,47.5654,-122.01,2140,8122,"2014","07","28",10439
375000,4,2.5,2210,9427,2,0,0,3,7,2210,0,1999,0,98148,47.4323,-122.327,1770,8770,"2014","06","10",10440
239950,3,2.5,1560,4800,2,0,0,4,7,1560,0,1974,0,98001,47.2653,-122.285,1510,12240,"2015","03","27",10443
240000,3,2,1310,8069,1,0,0,3,7,1310,0,1990,0,98042,47.3694,-122.083,1310,8392,"2014","09","04",10446
695000,3,2,2500,4080,1.5,0,0,5,7,1680,820,1922,0,98103,47.6813,-122.346,1550,3060,"2014","07","01",10448
304950,2,1,670,6720,1,0,0,5,6,670,0,1942,0,98126,47.5151,-122.372,710,6720,"2014","09","24",10449
650000,3,1.75,1840,2310,1,0,2,4,8,1140,700,1914,0,98109,47.6462,-122.351,1670,4000,"2014","08","05",10450
402500,3,1.75,1480,2211,2,0,0,3,7,1480,0,1995,0,98103,47.6966,-122.35,1480,2197,"2014","07","15",10451
482000,3,2.5,2420,7307,2,0,0,3,7,2420,0,1998,0,98065,47.5361,-121.871,2420,5577,"2014","06","25",10452
655000,3,2,1820,4480,1,0,0,5,7,1120,700,1923,0,98105,47.6717,-122.295,1920,4480,"2014","10","31",10453
350000,3,2.5,1630,5996,2,0,0,3,7,1630,0,1986,0,98055,47.4738,-122.19,1660,4504,"2014","10","20",10455
415000,4,2.25,2520,8000,1,0,2,3,8,1680,840,1970,0,98023,47.3202,-122.383,2300,8000,"2014","09","08",10456
396400,4,2.5,2120,215186,2,0,0,2,7,2120,0,1983,0,98014,47.701,-121.857,2000,215186,"2014","07","30",10457
654300,3,2.5,2490,8582,2,0,0,3,9,2490,0,2000,0,98074,47.625,-122.042,2870,7598,"2015","04","09",10458
774950,4,2.5,3410,179419,2,0,0,3,10,3410,0,2004,0,98010,47.3602,-121.986,3350,175421,"2014","11","24",10459
519500,3,3,2390,19454,1.5,0,0,3,8,2390,0,2008,0,98166,47.4545,-122.336,1540,26979,"2014","11","19",10464
450000,3,1.75,1810,12600,1,0,0,3,7,1400,410,1977,0,98034,47.7143,-122.233,1934,12600,"2014","08","14",10465
3120000,3,3.5,4490,56609,2,1,4,3,12,4490,0,1993,0,98034,47.6997,-122.24,2710,51330,"2014","11","24",10466
359000,4,2.5,2640,7883,2,0,0,3,8,2640,0,1990,0,98092,47.3124,-122.188,2150,7683,"2015","05","06",10468
1050000,4,2.5,3250,48037,1,0,2,3,8,2030,1220,1985,0,98074,47.6326,-122.07,2970,48037,"2015","02","10",10470
402500,2,1,800,2280,1,0,0,5,6,800,0,1946,0,98107,47.6588,-122.362,1310,4200,"2014","07","01",10471
450000,3,1.75,1360,5445,1,0,0,4,7,1360,0,1957,0,98008,47.6071,-122.123,1570,7840,"2014","08","25",10472
262500,5,2.25,1950,8086,1,0,0,3,7,1130,820,1980,0,98003,47.3179,-122.331,1670,8550,"2015","03","06",10473
285000,4,2.25,1970,7200,2,0,0,3,8,1970,0,1979,0,98092,47.3132,-122.182,1790,7500,"2015","02","25",10474
290000,3,2.5,2020,4861,2,0,0,3,7,2020,0,2005,0,98058,47.4659,-122.144,2170,4600,"2015","03","04",10475
752500,2,2.5,2280,6230,1,0,0,3,8,2280,0,2005,0,98053,47.7065,-122.013,1640,5931,"2014","08","07",10476
820000,4,2.75,3540,13515,2,0,0,3,10,3540,0,1998,0,98075,47.5945,-121.982,3540,11538,"2014","12","08",10477
292000,3,2.5,1560,2740,2,0,0,3,8,1560,0,1999,0,98059,47.4909,-122.154,1310,2698,"2014","08","11",10478
4e+05,4,3,2240,7035,2,0,0,3,7,2240,0,1942,1993,98146,47.5124,-122.374,1060,6300,"2014","11","17",10480
202000,1,0.75,590,5650,1,0,0,3,6,590,0,1944,0,98118,47.5181,-122.267,980,5650,"2014","07","14",10481
484000,1,0,690,23244,1,0,0,4,7,690,0,1948,0,98053,47.6429,-121.955,1690,19290,"2014","09","18",10482
617450,3,2,1580,14398,1,0,0,3,7,1080,500,1981,0,98005,47.6328,-122.174,1650,14407,"2015","05","04",10483
301350,3,3,1860,7440,1,0,0,5,7,1040,820,1954,0,98178,47.5035,-122.255,1490,8160,"2014","05","22",10487
425000,2,1.75,1550,7800,1,0,0,3,7,1050,500,1940,0,98136,47.5436,-122.39,1370,5000,"2015","03","03",10488
938000,3,2.5,3090,10940,2,0,2,3,10,3090,0,1992,0,98006,47.5492,-122.119,3410,12157,"2015","04","19",10490
348000,3,1.75,1720,8867,1,0,0,3,8,1320,400,1985,0,98058,47.44,-122.136,2200,9170,"2014","07","29",10491
227950,3,1.5,1120,11430,1,0,0,4,7,1120,0,1963,0,98031,47.4105,-122.194,1790,8760,"2014","11","13",10493
425000,2,1,1250,5880,1,0,0,3,6,900,350,1948,0,98117,47.6908,-122.391,1520,5020,"2015","03","30",10494
550000,3,2,1810,4064,1.5,0,0,3,7,1810,0,1925,0,98103,47.6859,-122.339,1518,2945,"2014","06","02",10495
397000,4,1.75,2020,6000,1,0,0,3,7,1620,400,1959,0,98144,47.577,-122.302,1870,4000,"2014","09","30",10497
410000,4,1.75,1790,11875,1,0,0,4,7,1490,300,1969,0,98027,47.522,-122.047,1870,11760,"2014","06","02",10498
1350000,4,3.25,3030,5164,1.5,0,0,5,9,2700,330,1925,0,98112,47.6394,-122.299,1890,4415,"2014","09","09",10500
476000,3,2.25,1630,3070,2,0,0,3,7,1630,0,2004,0,98053,47.6785,-122.03,1690,3200,"2014","10","28",10501
390000,3,1.75,1180,16552,1,0,0,4,7,1180,0,1967,0,98072,47.7426,-122.116,2780,45302,"2014","07","08",10502
226500,3,2,1560,7000,1,0,0,4,7,1560,0,1968,0,98001,47.3355,-122.284,1560,7200,"2014","12","30",10503
495000,3,2,1340,2550,2,0,0,3,7,1340,0,1984,0,98117,47.6793,-122.38,1370,5100,"2014","07","31",10504
1500000,5,3.25,2590,11500,1,0,2,4,9,2590,0,1968,0,98040,47.545,-122.229,2780,11989,"2015","03","19",10505
385000,3,1,1020,5950,1,0,0,3,6,880,140,1950,0,98106,47.5436,-122.357,1800,5950,"2015","04","22",10506
465000,2,1,1120,4000,1,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,"2015","03","26",10509
495000,3,1.75,1440,11787,1,0,0,3,8,1440,0,1983,0,98074,47.6276,-122.033,2190,11787,"2014","06","26",10510
4e+05,4,2.25,1970,8941,2,0,0,3,7,1970,0,1973,0,98034,47.7223,-122.172,1880,7793,"2015","02","17",10513
420000,4,1.75,1340,8400,1,0,0,5,7,1340,0,1967,0,98056,47.5382,-122.173,1980,8400,"2015","04","30",10516
313000,3,1,1510,10369,1,0,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057,"2014","11","03",10518
150000,3,1,1320,8220,1,0,0,3,7,1320,0,1959,0,98198,47.3697,-122.309,1320,7920,"2014","06","03",10519
230000,2,1,1080,9435,1,0,0,3,6,1080,0,1958,0,98058,47.459,-122.181,1200,9210,"2014","06","18",10521
389100,2,1,840,5400,1,0,0,4,7,840,0,1948,0,98118,47.5489,-122.271,1340,5400,"2014","09","02",10522
645000,4,2.25,2070,8720,1,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,"2014","12","16",10523
310000,3,1,1520,6500,1,0,0,3,7,990,530,1958,0,98198,47.4164,-122.332,1500,7500,"2015","03","02",10524
351358,2,1.75,1210,1189,2,0,0,3,8,1210,0,2014,0,98029,47.5526,-121.998,1540,1672,"2014","10","04",10525
1570000,4,3.5,5370,323215,2,0,0,3,10,5370,0,2002,0,98075,47.6003,-122.076,3780,9891,"2015","04","07",10527
850000,3,2,1540,3600,2,0,0,3,8,1540,0,1900,1988,98112,47.6343,-122.283,2970,3600,"2014","10","20",10528
470000,4,2.5,2310,14023,2,0,0,3,9,2310,0,1991,0,98019,47.7351,-121.964,2410,14007,"2014","05","14",10529
770000,3,2.25,1870,1900,3,0,0,3,8,1870,0,2008,0,98103,47.6537,-122.34,1690,1694,"2014","11","18",10530
545000,3,2.5,2060,7184,2,0,0,3,8,2060,0,1987,0,98029,47.567,-122.012,2230,7788,"2014","07","10",10532
205000,3,1,1010,8800,1,0,0,4,7,1010,0,1968,0,98002,47.2761,-122.208,1550,7700,"2014","09","09",10533
405000,2,1,1020,8155,1,0,0,4,7,1020,0,1948,0,98177,47.7257,-122.361,1430,8157,"2014","05","08",10534
467000,4,2.5,2220,7210,1,0,0,3,7,1270,950,1973,0,98011,47.7428,-122.183,2220,7313,"2015","04","10",10535
5e+05,3,1.75,1800,7199,1,0,0,3,7,1300,500,1972,0,98125,47.7264,-122.307,1800,8100,"2014","12","03",10538
1700000,4,3.5,4070,336283,2,0,0,3,11,4070,0,2006,0,98027,47.478,-122.038,3020,44613,"2015","03","12",10540
245000,2,1,860,6120,1,0,0,3,7,860,0,1948,0,98155,47.7503,-122.328,1100,6860,"2014","07","17",10541
1170000,4,2.25,3080,10487,2,0,0,4,9,3080,0,1968,0,98040,47.5344,-122.224,2480,10607,"2015","02","09",10542
850000,4,1.75,2350,11914,1,0,0,4,8,2350,0,1961,0,98040,47.5392,-122.228,2240,10706,"2014","05","12",10546
327000,4,1.75,1840,5100,1,0,0,4,5,1840,0,1933,0,98056,47.5209,-122.205,2160,5400,"2014","08","06",10548
440000,3,1.75,1760,8025,1,0,0,4,7,1230,530,1976,0,98034,47.7287,-122.192,1590,7543,"2015","02","26",10550
510000,2,1,1270,4500,1.5,0,0,4,7,1270,0,1919,0,98122,47.6059,-122.295,2140,4550,"2015","03","17",10552
385000,3,2,1600,10318,1,0,0,3,7,930,670,1941,0,98133,47.7466,-122.347,1590,7040,"2015","04","28",10553
729000,3,4.25,3300,308080,2,0,2,4,9,2520,780,1976,0,98070,47.3979,-122.416,2130,90604,"2015","01","15",10556
440000,3,1.75,2000,11880,2,0,0,3,8,2000,0,1979,0,98075,47.5882,-122.052,1820,15120,"2014","08","19",10557
445000,4,2.5,2360,81892,1,0,0,3,8,2360,0,2000,0,98042,47.369,-122.156,1730,18096,"2014","09","10",10558
5e+05,4,1.75,2240,9886,1.5,0,0,4,7,2240,0,1965,0,98008,47.6294,-122.116,1540,8040,"2014","06","09",10562
302000,5,2.25,2180,7813,2,0,0,3,7,2180,0,1986,0,98038,47.3651,-122.051,1880,8649,"2014","05","12",10564
195000,2,1,1280,7861,1,0,0,4,6,1280,0,1913,0,98002,47.3007,-122.228,1020,6480,"2014","11","07",10565
502000,6,2.5,2890,8122,1,0,0,3,8,1630,1260,1977,0,98008,47.5886,-122.113,2730,9915,"2014","06","23",10567
290500,4,2.5,1680,3000,2,0,0,3,7,1680,0,2003,0,98178,47.494,-122.279,1420,5500,"2015","03","25",10569
433000,4,2.5,2280,7568,2,0,0,4,7,2280,0,2001,0,98056,47.5115,-122.194,2280,5312,"2014","05","16",10571
410000,3,1,1330,5000,1,0,0,3,7,1120,210,1957,0,98125,47.7211,-122.308,1920,7790,"2015","04","21",10573
309950,4,2.75,2310,5000,2,0,0,3,7,2310,0,2006,0,98038,47.3614,-122.035,1980,5000,"2014","05","05",10574
280000,3,1.75,1630,11800,1,0,0,4,7,1630,0,1971,0,98045,47.4863,-121.73,2090,57428,"2014","05","06",10576
333000,5,1.75,1240,8936,1,0,0,3,7,1240,0,1954,0,98006,47.5738,-122.136,1600,9341,"2014","11","18",10578
345000,3,2.25,2020,9000,2,0,0,3,7,2020,0,1979,0,98045,47.4487,-121.775,1460,9680,"2014","12","24",10580
350000,4,2.5,2500,5831,2,0,0,3,8,2500,0,2007,0,98038,47.3454,-122.039,2500,5188,"2014","09","26",10581
198000,2,1,790,14200,1,0,0,3,7,790,0,1951,0,98188,47.459,-122.285,1430,10000,"2014","08","07",10582
730000,3,1.75,2040,11294,1,0,0,4,7,1340,700,1952,0,98004,47.5923,-122.197,2120,9587,"2014","07","25",10583
1060000,4,2.5,2250,10160,2,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10125,"2015","03","16",10585
95000,2,1,1070,20450,1,0,0,2,6,1070,0,1948,0,98058,47.4338,-122.183,1360,15581,"2014","09","19",10586
650000,4,2.25,2560,9731,2,0,0,4,7,2560,0,1973,0,98034,47.7261,-122.246,1860,9731,"2014","06","10",10588
379900,3,2.5,2190,5071,2,0,0,3,8,2190,0,2004,0,98038,47.3506,-122.04,2300,5654,"2015","03","17",10589
325000,2,1.5,940,1222,2,0,0,3,7,860,80,2004,0,98125,47.7178,-122.318,1302,1840,"2015","04","27",10590
455000,4,2.25,1740,8449,1,0,0,4,7,1170,570,1958,0,98008,47.6079,-122.123,1980,11175,"2014","06","06",10591
392000,4,3.75,2220,3797,1.5,0,0,4,6,1330,890,1917,0,98108,47.5574,-122.315,1490,4340,"2014","09","15",10592
373000,3,1.75,1310,7811,1,0,0,3,7,1310,0,1976,0,98034,47.7319,-122.167,1530,7800,"2014","09","04",10593
951250,5,3,2710,8227,1,0,2,3,8,1910,800,1953,0,98199,47.6505,-122.39,2060,5400,"2014","10","16",10594
502000,3,2,1300,14350,1,0,0,3,7,1300,0,1955,2013,98006,47.5736,-122.152,1520,10670,"2014","06","24",10595
362500,3,2,1940,40588,1,0,0,3,7,1940,0,2000,0,98058,47.4252,-122.159,1860,9657,"2015","04","27",10596
525000,2,1,1080,3500,1,0,3,3,7,1080,0,1924,0,98103,47.6667,-122.356,1790,4000,"2014","06","23",10597
472217,3,2.5,2010,2212,2,0,0,3,8,1390,620,2014,0,98029,47.5523,-121.998,1690,1619,"2014","08","04",10603
244615,3,2.5,2060,4030,2,0,0,3,7,2060,0,1999,0,98032,47.3909,-122.238,2060,4029,"2014","05","28",10604
385000,3,1.75,1560,14288,1,0,0,3,6,780,780,1944,0,98125,47.7183,-122.306,1320,8928,"2014","12","12",10605
549995,3,1,1120,6600,1,0,0,3,7,1120,0,1943,0,98105,47.6712,-122.267,1300,6600,"2014","07","25",10606
959900,4,3.75,3550,15151,2,0,0,3,11,3550,0,2004,0,98075,47.5888,-121.971,4340,15151,"2014","08","16",10607
510000,6,4.5,3300,7200,2,0,0,3,8,3300,0,1980,0,98052,47.6798,-122.104,2470,7561,"2014","07","23",10608
367000,3,1.75,2000,12669,1,0,3,4,7,1200,800,1965,0,98070,47.3579,-122.446,1580,12055,"2014","08","13",10609
375000,5,3,2680,8410,2,0,0,3,8,1810,870,1990,0,98058,47.4401,-122.126,1860,8410,"2014","10","08",10610
5e+05,2,2.25,1290,1334,3,0,0,3,8,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,"2014","05","12",10611
340000,3,2,1150,700,2,0,0,3,7,800,350,2000,0,98136,47.5552,-122.381,1060,1910,"2015","04","27",10613
562000,3,1.75,1880,5978,1,0,0,5,7,940,940,1957,0,98144,47.5793,-122.294,1930,4770,"2015","05","01",10614
489950,3,2.5,2400,7478,2,0,0,3,9,2400,0,2002,0,98019,47.7362,-121.974,2980,8182,"2014","09","12",10615
652000,3,2.25,1920,9600,1,0,0,4,8,1560,360,1968,0,98052,47.6341,-122.103,2040,9600,"2014","10","03",10616
472000,4,3.25,4350,7090,2,0,0,3,8,2870,1480,1999,0,98042,47.3747,-122.156,2490,7266,"2014","10","24",10617
799000,4,3.5,3290,20107,2,0,4,3,10,2220,1070,1990,0,98198,47.355,-122.319,2990,16988,"2014","12","01",10620
860000,5,2.25,3480,9200,2,0,0,3,8,3480,0,1979,0,98006,47.5585,-122.153,3130,9200,"2014","07","10",10621
692500,4,3,2820,11500,2,0,0,3,10,2820,0,1991,0,98075,47.5826,-122.028,2770,9694,"2014","12","05",10623
925000,4,1.75,2710,11400,1,0,0,4,9,1430,1280,1976,0,98006,47.561,-122.153,2640,11000,"2014","08","12",10624
267500,3,2.25,2080,2856,1.5,0,0,3,7,1550,530,2003,0,98042,47.4198,-122.158,2080,2275,"2014","10","21",10625
396800,4,2.5,2200,6018,2,0,0,3,8,2200,0,2010,0,98019,47.7338,-121.966,2480,5899,"2014","07","14",10626
220000,4,1.5,1180,8058,1,0,0,5,7,1180,0,1969,0,98092,47.2966,-122.19,1800,9348,"2015","04","09",10627
892500,3,1.75,2120,56192,1,0,1,3,9,1720,400,1959,0,98177,47.7665,-122.372,2240,20500,"2014","08","22",10628
455500,3,2,1460,10311,1,0,0,4,7,1460,0,1975,0,98052,47.6771,-122.156,1690,9679,"2014","05","27",10629
338000,4,1.5,1790,17925,1,0,0,4,6,1790,0,1951,0,98155,47.7501,-122.302,1660,15165,"2014","12","05",10631
332000,3,1.75,1340,13115,1,0,0,3,7,1340,0,1978,0,98045,47.5021,-121.77,1370,10800,"2014","10","03",10632
435000,3,2.5,2530,13446,2,0,0,3,9,2530,0,1993,0,98019,47.7345,-121.961,2450,13446,"2014","07","01",10637
995000,3,2.25,3200,3800,2,0,0,5,9,2650,550,1914,0,98102,47.638,-122.317,2400,3900,"2014","07","29",10638
520000,4,2.75,2020,7357,1,0,0,3,7,1350,670,1986,0,98034,47.7145,-122.225,1690,7804,"2015","03","20",10639
440000,3,1.75,2350,7641,1,0,0,3,7,1510,840,1978,0,98034,47.7307,-122.219,2190,7500,"2014","10","07",10641
738000,3,1,1280,3900,1,0,0,4,7,1280,0,1921,0,98103,47.6545,-122.336,2020,4560,"2015","03","24",10643
425000,3,2.25,1800,7371,1,0,0,3,7,1280,520,1979,0,98072,47.7584,-122.145,1960,7675,"2014","09","02",10646
883000,4,2.5,3670,54450,2,0,0,3,10,3670,0,1999,0,98074,47.6211,-122.016,2900,49658,"2014","06","13",10647
510000,3,2,2350,266151,1.5,0,0,3,7,2350,0,1983,0,98014,47.6609,-121.892,2270,222156,"2014","12","02",10648
439000,2,2.5,1350,944,2,0,0,3,9,870,480,2004,0,98116,47.5591,-122.385,1440,1350,"2014","10","06",10652
295832,5,1,1410,6400,1,0,0,5,7,960,450,1955,0,98198,47.4207,-122.334,1400,6500,"2014","05","27",10653
285000,3,1.75,1560,9514,1,0,0,4,7,1560,0,1967,0,98031,47.4088,-122.21,1550,9600,"2014","10","31",10654
350000,3,1.5,1090,5003,1,0,0,3,7,1090,0,1962,0,98125,47.703,-122.321,1540,5279,"2015","04","30",10655
489000,2,2.75,1465,972,2,0,0,3,7,1050,415,2006,0,98112,47.621,-122.298,1480,1430,"2014","10","21",10656
304500,3,2.25,1790,6930,1,0,0,3,7,1390,400,1974,0,98003,47.3536,-122.317,1810,7420,"2014","11","24",10657
417000,3,1.75,1920,9512,1,0,0,3,8,1440,480,1980,0,98011,47.7606,-122.167,1820,9512,"2015","02","11",10659
730000,5,3.5,3760,4857,2,0,3,3,9,2820,940,2004,0,98072,47.7398,-122.167,3000,5693,"2014","09","18",10661
178500,2,1,930,3447,1,0,0,4,8,930,0,1978,0,98198,47.3822,-122.318,1160,3447,"2014","08","21",10662
3e+05,4,2,1580,9600,1,0,0,5,7,1050,530,1965,0,98198,47.4091,-122.313,1710,9600,"2014","08","15",10663
415000,4,2.5,2170,8518,1,0,3,3,7,1350,820,1955,0,98178,47.5073,-122.234,1880,7680,"2014","06","23",10664
1010000,4,2.75,3430,15877,1,0,4,3,11,3430,0,2005,0,98065,47.5364,-121.856,4080,14577,"2014","08","14",10666
715000,4,2.25,2060,5649,1,0,0,5,8,1360,700,1941,0,98199,47.6496,-122.407,2060,5626,"2014","05","14",10668
541000,3,1.75,1410,4080,1.5,0,0,4,7,1410,0,1927,0,98105,47.6695,-122.32,1820,4080,"2014","08","28",10669
245000,4,1.5,1850,7547,1.5,0,0,4,7,1850,0,1960,0,98198,47.3714,-122.309,1730,7577,"2014","12","09",10670
547000,2,1,1370,10038,1.5,0,0,4,7,1370,0,1922,0,98133,47.719,-122.339,1610,8822,"2015","02","17",10671
575000,5,2.5,1970,12375,1,0,0,3,8,1570,400,1959,0,98133,47.7412,-122.354,1970,8941,"2015","01","26",10673
216000,3,1.75,1310,8670,1,0,0,4,6,1310,0,1984,0,98092,47.3156,-122.186,2622,7191,"2014","08","13",10674
443000,3,1.75,1640,4579,1,0,0,4,6,1640,0,1916,0,98133,47.7061,-122.352,1580,5040,"2014","09","22",10675
257700,4,2.25,1600,6202,2,0,0,4,7,1600,0,1986,0,98038,47.3784,-122.046,1530,6298,"2014","11","03",10676
278000,3,1,1230,9440,1,0,0,3,7,1230,0,1978,0,98045,47.4657,-121.747,1230,10296,"2015","04","14",10677
